# Range of USDJPY from 03.01.2001 0:03:00 to 23.06.2011 18:58:00
# Probable average profit and loss on BUY-orders as a function of deals the takeprofit and stoploss
# Wait time is 'w'
# Limits of takeprofit and stoploss are [300, 100]
# TP/SL     - takeprofit/stoploss in pips
# MAP/MAL   - modified average profit/loss in pips per day
# AP/AL/AT  - average profit, loss and timeout in pips
# AWPP/AWPL - profit and loss average waiting period in minutes
# DP/DL/DT  - profit, loss and timeout density [0..1]
# WIN       - average profit window in minutes
# WCOUNT    - count of profit windows
# WFREQ     - average period bitween windows in minutes
# BOUT      - blackout, gap bitween takeprofit event and next window in minutes
#                                          BUY
# TP(1) SL(2) MAP(3)   MAL(4) AP(5) AL(6) AT(7) AWPP(8) AWPL(9)     DP(10)      DL(11)    DT(12) WIN(13) WCOUNT(14) WFREQ(15) BOUT(16)
    250    50   81.9    -43.6   252   -53    92  4431.7  1750.1 0.05450983 0.72680880 0.21868137    75.6       2831    1387.0  -3044.7
    251    50   82.1    -43.6   254   -53    92  4440.8  1750.4 0.05357390 0.72688852 0.21953758    73.5       2864    1371.0  -3069.7
    252    50   82.4    -43.6   255   -53    92  4446.6  1750.7 0.05270852 0.72694760 0.22034388    73.3       2822    1391.4  -3055.2
    253    50   82.7    -43.6   256   -53    93  4454.5  1751.3 0.05170917 0.72706399 0.22122684    73.5       2761    1422.2  -3032.4
    254    50   82.7    -43.6   257   -53    93  4457.3  1751.3 0.05147640 0.72707265 0.22145095    73.5       2751    1427.3  -3030.0
    255    50   83.0    -43.6   258   -53    93  4463.0  1751.6 0.05063215 0.72713198 0.22223586    72.0       2760    1422.7  -3040.3
    256    50   83.3    -43.6   259   -53    94  4469.3  1752.0 0.04969419 0.72723207 0.22307374    72.9       2677    1466.8  -3002.5
    257    50   83.6    -43.5   260   -53    94  4474.7  1752.3 0.04893424 0.72728632 0.22377945    73.0       2632    1491.9  -2982.8
    258    50   83.7    -43.5   261   -53    94  4476.2  1752.3 0.04869484 0.72729192 0.22401324    72.4       2641    1486.8  -2989.4
    259    50   84.0    -43.5   262   -53    94  4481.1  1752.6 0.04778973 0.72736297 0.22484730    71.3       2632    1491.9  -2989.2
    260    50   84.3    -43.5   263   -53    95  4487.5  1753.0 0.04694472 0.72743607 0.22561922    71.4       2583    1520.2  -2967.4
    261    50   84.3    -43.5   264   -53    95  4489.5  1753.0 0.04666381 0.72744498 0.22589121    71.4       2567    1529.6  -2959.9
    262    50   84.6    -43.5   265   -53    95  4492.7  1753.3 0.04577983 0.72750126 0.22671890    69.6       2581    1521.3  -2971.4
    263    50   84.9    -43.5   266   -53    96  4499.3  1753.5 0.04490452 0.72754558 0.22754991    70.6       2496    1573.1  -2926.1
    264    50   85.2    -43.5   267   -53    96  4507.3  1753.7 0.04408446 0.72759218 0.22832335    71.8       2412    1627.9  -2879.4
    265    50   85.2    -43.5   268   -53    96  4510.9  1753.7 0.04389142 0.72759778 0.22851079    71.3       2418    1623.9  -2887.0
    266    50   85.3    -43.5   269   -53    96  4522.3  1753.9 0.04315337 0.72762249 0.22922414    69.2       2449    1603.3  -2919.0
    267    50   85.6    -43.5   270   -53    97  4532.8  1754.1 0.04230174 0.72767113 0.23002713    68.0       2442    1607.9  -2924.8
    268    50   85.6    -43.5   270   -53    97  4536.4  1754.1 0.04208832 0.72767546 0.23023622    67.9       2433    1613.9  -2922.5
